,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,Label1,cLat,cLon,rLat,rLon,Label2
0,-1.7310201316028295,-0.8136781389449507,2.324907548669304,1.0664179101183544,0.07885636777659832,-0.5311545917755616,0.4888239984881034,0.6125766652556758,0.07696256038966363,-0.5364377172291703,0.46737373666044335,0.8181863761459568,-0.31712089829729456,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.5585453988926213,0.6089682670797313,1.3803764158944154,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.6977316992428498,-0.9233532083301544,-0.6654252713716169,0.9750789765137134,1.2595808338146237,0.5486471947571218,-0.07337743695866515,0.0,-0.07311847991995857,0.6822853844599904,-0.7164771399619118,-0.3799267428225371,1.6573580757495172,-0.13661309486402673,1.0674081367758093,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,6,46.51960863157896,6.566501385964905,46.519699200000005,6.566689200000001,28
1,-1.7289581659904378,-0.5766844763640073,0.675075982063425,1.4765813034809379,0.2451028563700231,2.8989319107425953,-0.11335944699001474,0.5346330555531358,0.1514586456285445,0.25821536463704226,-2.5164981830159734,-1.051446408324033,-1.3443066412383218,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.6500835242980827,-0.8488118171104336,-0.4547572997961018,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.59423307104003,0.49186466137262486,1.5125064048805503,-1.1602567051097956,-0.6056544582740624,-0.8366556224333727,-0.07337743695866515,0.0,-0.07311847991995857,0.6504772234355073,-0.7164771399619118,-0.23683370241563842,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,1.7026205892596917,-0.24367586452989748,1.0582805295396005,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,3.6987016254997855,-0.07817137217721275,3.8034220565140564,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,23,46.5194474,6.565505666666667,46.5194688,6.565483199999999,25
2,-1.7268962003780461,-0.9774928410195531,2.3388880048125817,-0.21534269413971607,0.01560959335894564,0.055699413481131395,-0.640269961783368,0.7079014887695273,-1.1234897892055284,-0.8379801813301887,-2.5164981830159734,-1.051446408324033,-1.3443066412383218,1.589459781468176,1.4576447455795571,1.8198749516537425,-2.168024019791727,-0.8488118171104336,-1.2412431779491804,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.12758203335379223,0.3356872502150537,0.9107094943371883,0.7302158384609556,0.2957731410919382,1.7607871597988038,-0.07337743695866515,0.0,-0.07311847991995857,0.3535693166809958,0.5589730469333253,0.916853935864983,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,7,46.51791315555555,6.561780033333332,46.517772799999996,6.561640799999999,82
3,-1.7248342347656545,0.038758183980404294,-0.7908907389803371,0.3339832791137427,-0.0011020085821253766,-0.056988394785982936,0.05869296600373322,0.42616137860893133,0.9822535922397254,1.0853032661712634,0.3421839209687502,-0.06274842445483764,0.41658320380343866,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.30439258986794915,-0.38364796432536863,0.4440837038074166,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.3959003766021643,-0.9233532083301544,-0.7473024020577888,0.854963472031138,-0.6056544582740624,-0.24295441506601811,-0.07337743695866515,0.0,-0.07311847991995857,0.5407703607462256,-0.7164771399619118,-0.48213605739889354,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,40,46.52134061754383,6.563918164912281,46.521440000000005,6.563752799999999,10
4,-1.7227722691532628,0.15787228445942555,-0.786959903059764,0.08044821453522402,0.31925444630907207,-0.6842738139078264,0.37301948974231186,0.3628935602358389,0.41634391130497017,1.8431553026449277,0.5632477928157485,-1.051446408324033,-0.7516994818492677,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.5812241141745434,-0.8488118171104336,-0.48500675664814324,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.77112971332293,-0.692307138122228,0.08406538644795478,-1.1602567051097956,-0.6056544582740624,-0.8366556224333727,-0.07337743695866515,0.0,-0.07311847991995857,-1.7403499123827442,-0.7164771399619118,-1.095391944857031,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,3.196912117464987,-0.07997534082942412,3.2124453662518704,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,44,46.52084405714287,6.564841854761907,46.520976,6.5648524,7
5,-1.720710303540871,0.35680668143162786,-0.8258092365196079,0.211910840612975,-0.48724475070909123,-0.33389564624940865,-0.43117848765902117,-1.9124822035730014,-1.1234897892055284,-1.1040470614193225,-2.5164981830159734,-1.051446408324033,-1.3443066412383218,1.3002850485312571,1.6921733638895171,1.8198749516537425,0.3538100088194463,0.48071103929067704,0.943439816920482,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.34972576959347595,1.9608471272178587,1.6271343878411904,0.7736417169900341,-0.6056544582740624,-0.2594461152706669,-0.07337743695866515,0.0,-0.07311847991995857,0.34186690495743566,-0.7164771399619118,-0.4991709431616196,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,47,46.516830711111105,6.562349849999999,46.5168672,6.5625860000000005,14
6,-1.7186483379284794,1.1165847913618578,-0.8670533978999261,-0.10547749948902464,0.7600942595991748,0.659056705440771,-1.231700131449377,0.5162024304838738,-0.5099134515510009,0.11225867613100311,-2.5164981830159734,-1.051446408324033,-1.3443066412383218,1.8618987362337573,0.7410026615715597,1.3599076898250648,0.629047340585622,-0.8488118171104336,-0.6794675506969815,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.6616922155545376,0.7122254892572433,-0.25603961794075863,1.0241786225123728,-0.6056544582740624,-0.24295441506601811,-0.07337743695866515,0.0,-0.07311847991995857,0.6844421808539618,0.3081166464327732,0.7443757175173817,1.7600732444712959,1.2110255614941317,0.8498159598528923,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,3.2368744102633364,0.6928109417146415,4.910369218324122,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,72,46.51839813333335,6.561533946666667,46.5185088,6.5615652,33
7,-1.7165863723160877,0.19105626495696268,-0.5326006499440581,-0.10547749948902464,-0.17280946007862402,0.5697740090740981,0.05869296600373322,0.632472356706224,-1.0821374660855951,-0.6175247663991922,0.2618086145796877,1.2990534811516055,1.297028126324319,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.3266995854438825,0.694879330851989,2.1294105855640137,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.4148515802806085,-0.13249460807654528,-0.25603961794075863,-1.1602567051097956,-0.6056544582740624,-0.8366556224333727,-0.07337743695866515,0.0,-0.07311847991995857,0.5939349736285277,0.27458907046969777,0.7443757175173817,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,1.5914481026236662,-0.29001993090925754,0.602644341216851,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,30,46.51769644444444,6.5632186629629645,46.5177152,6.5632948,43
8,-1.714524406703696,-0.5917509096455091,1.0658695970722827,1.5325126753031089,0.026743488948180596,-1.3147010424853094,-1.1534944891794914,-1.9124822035730014,-1.1234897892055284,-1.1040470614193225,0.3600935265336663,0.42429341183799585,0.9902064109003762,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,0.5006740251158025,0.9762550422506459,0.5462247269441802,1.7653469667435193,-0.2176294541844267,1.0361517436677825,-2.0904150267460437,-0.9233532083301544,-1.2385651861748188,0.9145628577486942,1.0917214513919369,2.311759871181387,-0.07337743695866515,0.0,-0.07311847991995857,0.5782675424745464,-0.21245756877293082,0.855876787964316,-0.5876415841087372,-0.36416881145734487,-0.45573710168460607,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,3.5382437828464104,-0.07817137217721275,2.8171787442379923,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,50,46.518136814035074,6.56486001403509,46.5181472,6.5647936,25
9,-1.7124624410913043,-1.029430402077512,-0.3427280684723594,0.211910840612975,0.02253473286414149,-0.8461836919073814,0.8233703570870572,0.45956319533116485,0.8418571457986564,-0.39453538118163256,0.3198652577485108,0.09068009872619115,-0.48831852212079946,-0.5985775693953845,-0.4525422312735838,-0.47996135748964547,-2.168024019791727,-0.8488118171104336,-1.2412431779491804,-0.5702706135930503,-0.2176294541844267,-0.5069647243688006,0.36606874598901323,1.310243179278789,2.104750983510525,0.9329381659110112,1.1526730676738393,0.3177633918920389,-0.07337743695866515,0.0,-0.07311847991995857,0.5698766412691585,1.0039000728121084,0.6932710602292034,1.7792390884814995,-0.36416881145734487,0.17890674767390005,-0.5150446158293477,-0.18095217560634896,-0.4486148136003803,-0.23624141102697233,0.0,-0.23614351218179672,-0.3043238243609244,-0.07997534082942412,-0.28328021154394234,-0.0733681026537224,0.0,-0.0731011009175187,-0.038604571824109146,0.0,-0.03851761563763129,-0.5855232780805532,-0.24367586452989748,-0.4682882014253797,-0.6262225990061651,-0.29001993090925754,-0.5132701455909316,-0.22273467545077522,-0.050478566746848454,-0.21324833119295716,-0.2784857928641759,-0.07817137217721275,-0.26483160662470817,-0.05463583647081531,0.0,-0.05459789112865603,-0.0713016508914481,0.0,-0.07121562441277839,58,46.51778613333334,6.565901699999998,46.517792,6.565947599999999,83
