,Distance,Probability
0,0.0,0.3468403862085156
0,93.34182393123689,0.17542976978445737
0,77.25099767916916,0.150919556626638
0,120.63640797156562,0.09956847660977082
0,119.83995554228102,0.07580843961772361
0,220.04838449301008,0.046817772880329754
0,259.285476646415,0.04558246148385768
0,397.7364410737878,0.03586273071269086
0,114.70901963788332,0.021095124982683823
0,26.561471630073065,0.0020752810933324798
0,0.0,0.26501579192462527
0,111.4603155901751,0.22103062948500438
0,78.06822843082018,0.11868747295414733
0,41.28757473794713,0.115965425131225
0,129.79616709055583,0.11349210877899026
0,342.24044311086163,0.05483308091036578
0,166.5941226775285,0.052326635061698684
0,172.50443716111326,0.02750488867856825
0,196.0412354792948,0.01843056104679527
0,465.1753256664447,0.012713406028579875
0,195.4833086101523,0.2367677674084648
0,0.0,0.21774808187690303
0,476.94102322301984,0.21167410897605876
0,137.37860033216185,0.1767550916129052
0,163.1805436901713,0.07962106424180243
0,507.37947522349236,0.036551941816149895
0,45.0061345318152,0.02533500959771946
0,225.3495101955968,0.008383725938364872
0,72.54794550092605,0.004190636566747504
0,98.80554527172993,0.0029725719648841203
0,0.0,0.379890164496201
0,34.53830946512018,0.22107846868145065
0,193.5015472862116,0.09210391354199571
0,132.4772444297128,0.07852587234997227
0,298.5920857903742,0.06550374678846613
0,58.02615820641249,0.06283983754740696
0,244.9540619953442,0.034573067091834574
0,221.16111826763887,0.02508280127084374
0,100.31935444878543,0.02470692924248683
0,52.118461937035214,0.01569519898934198
0,0.0,0.48863344862295804
0,153.43551972620534,0.16508435421948228
0,212.93332170941028,0.1045643438342784
0,193.84989684525678,0.07565995699461499
0,62.662985211839604,0.05613406137229679
0,233.0216982935708,0.032996613458686846
0,167.69838658413116,0.030798098957015237
0,132.0362382095947,0.023280785788617253
0,155.83705537147,0.022441961389005057
0,78.65701978587906,0.00040637536304503116
0,0.0,0.284266693584493
0,238.04387052884633,0.1582362851822413
0,41.713965742964135,0.14609712693475146
0,76.89977660316819,0.1336006949893618
0,58.4410633006927,0.08216500505774577
0,33.251547613066236,0.07131999845516405
0,72.42605901063428,0.0413762160521438
0,150.8366754820321,0.03843695389566068
0,83.6890003215124,0.02880284894741871
0,71.79145109002933,0.015698176901019448
0,487.44743049000783,0.23765876094811908
0,0.0,0.1744964174765532
0,171.22716662707887,0.15832258951901118
0,28.368864549879774,0.14190122290293766
0,117.38279333405876,0.08373104935285727
0,23.985811019948187,0.06988449541069691
0,58.2136046415831,0.0666770445724992
0,382.0615780297539,0.04671041984783929
0,149.77383932681803,0.012975836095260809
0,186.8433040547984,0.007642163874225412
0,0.0,0.26501579192462527
0,111.4603155901751,0.22103062948500438
0,78.06822843082018,0.11868747295414733
0,41.28757473794713,0.115965425131225
0,129.79616709055583,0.11349210877899026
0,342.24044311086163,0.05483308091036578
0,166.5941226775285,0.052326635061698684
0,172.50443716111326,0.02750488867856825
0,196.0412354792948,0.01843056104679527
0,465.1753256664447,0.012713406028579875
0,0.0,0.26501579192462527
0,111.4603155901751,0.22103062948500438
0,78.06822843082018,0.11868747295414733
0,41.28757473794713,0.115965425131225
0,129.79616709055583,0.11349210877899026
0,342.24044311086163,0.05483308091036578
0,166.5941226775285,0.052326635061698684
0,172.50443716111326,0.02750488867856825
0,196.0412354792948,0.01843056104679527
0,465.1753256664447,0.012713406028579875
0,0.0,0.333657793689079
0,459.68656769185844,0.2176547648545816
0,144.08236881181637,0.18080511388379217
0,395.542452373277,0.10487182558764623
0,383.87857829275833,0.05601618360019313
0,97.57064980244425,0.03753713876746379
0,46.50130669866855,0.0221234533500705
0,130.66810142932948,0.020993993624212053
0,385.47865636897416,0.02032903372687012
0,25.58749314278015,0.006010698916091319
0,146.6977312998848,0.2106991904413872
0,164.91998483549966,0.14229222823925827
0,105.9879089038362,0.1281523169723829
0,48.154744708725914,0.12112321107206515
0,36.91207270936595,0.1140394431894512
0,122.87959591221659,0.10232156863823903
0,56.93738133371784,0.08568600208321386
0,93.731995761477,0.055393966080035384
0,75.79805516871379,0.030902332601264074
0,47.90197522077713,0.009389740682702874
0,32.40090049578301,0.21014158212889544
0,0.0,0.19582527653137136
0,49.560332158950786,0.17032419241108293
0,70.205899830368,0.12723446537552943
0,73.72848156739425,0.1047049914219236
0,31.737905088772507,0.1009732050233011
0,33.66350742657249,0.043384401477025325
0,105.98790890382608,0.030640088543923267
0,59.97185645938993,0.0118029501238235
0,203.04976809954542,0.004968846963123818
