C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,Label1,rLat,rLon,cLat,cLon
100.41173288888889,251.85387933174508,66.66666666666666,109.7160094,93.39125454303013,37.03703703703704,0.0,0.0,0.0,116.578143,186.25308523406449,37.03703703703704,0.0,0.0,0.0,120.824738,0.0,7.4074074074074066,0.0,0.0,0.0,118.11310599999999,11.534719999999936,14.814814814814813,116.401474,0.0,7.4074074074074066,0.0,0.0,0.0,125.35659799999999,72.70323999999988,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.293648,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,125.7901,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,308,46.519376,6.5640052,46.51941137777777,6.5639052555555555
102.48439466666666,194.30959586312696,54.54545454545454,107.32421875,134.29580439037227,24.242424242424242,116.267494,0.0,6.0606060606060606,116.7878225,34.54574000000008,12.121212121212121,106.9070236,113.46661034046934,30.303030303030305,107.71734649999999,29.779660000000092,12.121212121212121,118.764351,0.0,6.0606060606060606,110.91430666666668,223.5419866832246,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,112.94246033333333,175.3369332319808,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,49,46.5176736,6.5622748,46.51769436666667,6.562286429166666
84.4522966,207.76342348476507,34.48275862068966,113.60587319999999,201.99883669168935,34.48275862068966,120.260822,124.94888000000003,13.793103448275861,116.59551499999999,127.03328956996437,20.689655172413794,0.0,0.0,0.0,113.47816233333333,173.17147745979673,20.689655172413794,116.387947,130.5407600000001,13.793103448275861,114.764351,0.0,6.896551724137931,113.4283255,19.83413999999982,13.793103448275861,0.0,0.0,0.0,115.34110766666667,210.60798281235816,20.689655172413794,0.0,0.0,0.0,125.133568,77.61016000000012,13.793103448275861,127.377357,0.0,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,324,46.5174592,6.566512,46.51734506666667,6.566471499999999
99.28677533333332,197.53783252695186,60.0,112.6511168,222.07814067188409,33.33333333333333,118.58437533333333,164.62361323347622,60.0,118.259544,125.0,13.333333333333334,0.0,0.0,0.0,111.764351,0.0,6.666666666666667,0.0,0.0,0.0,117.430115,0.0,6.666666666666667,125.423981,0.0,6.666666666666667,0.0,0.0,0.0,120.1371,0.0,6.666666666666667,114.078331,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,259,46.5196992,6.5666892,46.519812533333344,6.566580277777778
98.93726914285715,247.59063508924467,38.88888888888889,103.89826788888891,131.90181243402935,50.0,114.0793396,195.39721564310844,27.77777777777778,111.61768866666667,176.37557456466538,33.33333333333333,0.0,0.0,0.0,115.69059966666667,126.18302597995266,16.666666666666664,107.973228,0.0,5.555555555555555,117.54020700000001,26.124279999999942,11.11111111111111,118.278069,0.0,5.555555555555555,0.0,0.0,0.0,116.430115,0.0,5.555555555555555,123.635674,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,30,46.5202784,6.565682,46.52026133333333,6.565591866666666
83.97987300000001,242.44781506496668,68.75,114.001627,40.70468158860341,25.0,112.80669259999999,170.89029525086116,31.25,116.683876,251.55405791154163,18.75,0.0,0.0,0.0,118.64282100000001,147.9568155503219,37.5,125.0047,0.0,6.25,0.0,0.0,0.0,113.134544,0.0,6.25,0.0,0.0,0.0,124.193314,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,83,46.5198912,6.5694192,46.52005306666667,6.569477966666668
111.43038514285715,172.55519200716665,56.00000000000001,115.04417225,47.594121143236734,32.0,124.0047,0.0,8.0,123.972855,0.0,8.0,0.0,0.0,0.0,118.293648,0.0,8.0,115.078331,0.0,8.0,116.3230495,63.784973031895326,32.0,122.680115,0.0,8.0,0.0,0.0,0.0,115.91449399999999,68.84719999999987,16.0,121.75099966666666,48.26853079183672,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,282,46.5164672,6.5603548,46.5165474909091,6.560422836363641
77.01698566666666,276.2155869803968,52.94117647058824,109.13041066666665,192.52166247969996,35.294117647058826,109.99297733333333,128.76982708841416,52.94117647058824,116.35575675,58.22090208567608,23.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.455406,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,119.36621366666667,115.45828299536232,17.647058823529413,126.7901,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.764351,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,128,46.5192416,6.5686692,46.51926594285713,6.568723152380949
111.43038514285715,172.55519200716665,56.00000000000001,115.04417225,47.594121143236734,32.0,124.0047,0.0,8.0,123.972855,0.0,8.0,0.0,0.0,0.0,118.293648,0.0,8.0,115.078331,0.0,8.0,116.3230495,63.784973031895326,32.0,122.680115,0.0,8.0,0.0,0.0,0.0,115.91449399999999,68.84719999999987,16.0,121.75099966666666,48.26853079183672,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,282,46.5164672,6.5603548,46.516547490909105,6.560422836363635
103.44682691666667,199.36184622902186,75.0,105.537625,184.5444391661724,31.25,110.82680344444445,170.0402433812221,56.25,114.65740699999999,152.1159692210054,18.75,0.0,0.0,0.0,115.7746585,9.425659999999993,12.5,0.0,0.0,0.0,0.0,0.0,0.0,121.764351,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,22,46.5213504,6.5634012,46.521447333333334,6.5635552
